"STATION","NAME","DATE","AWND","CDSD","DP01","DP10","DSND","DSNW","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2005","7.6","1241","        92","        50",,,"         0","       213","        74","29",,,"1.93","106","2784","22.67",,"61.5","74.2","48.7"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2006","7.8","1336","        91","        41",,,"         0","       197","        85","26",,,"1.09","111","2560","17.18",,"61.1","73.9","48.2"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2007","8.1","1262","        51","        28",,,"         0","       223","        82","21",,,"1.29","107","2601","10.50",,"61.3","75.3","47.3"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2008","7.6","1339","        69","        30",,,"         0","       217","        96","23",,,"1.56","107","2762","13.93",,"61.1","75.1","47.1"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2009","7.2","1282","        69","        36",,,"         0","       206","        87","22",,,"2.71","108","2688","16.21",,"60.7","74.5","46.8"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2010","7.6","1062","       108","        47",,,"         0","       193","        67","29",,,"1.39","106","2972","22.44",,"60.4","72.5","48.4"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2011","7.2","1111","        73","        41",,,"         0","       187","        68","20",,,"1.26","104","2835","16.61",,"59.8","72.5","47.2"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2012","7.4","1438","        76","        37",,,"         0","       207","       103","21",,,"1.23","107","2607","20.48",,"62.2","75.8","48.6"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2013","7.2","1326","        30","        17",,,"         0","       235","        80","19",,,"0.66","108","2384","5.43",,"61.6","76.3","46.8"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2014","6.9","1515","        52","        34",,,"         0","       240","        95","25",,,"2.53","106","2289","16.59",,"63.7","77.5","49.9"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2015","7.2","1479","        36","        19",,,"         0","       239","        91","25",,,"1.38","106","1978","7.52",,"62.7","76.5","49.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2016","7.6","1270","        73","        46",,,"         0","       232","        87","26",,,"1.95","104","2313","19.76",,"62.1","75.3","49.0"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2017","7.8","1564","        65","        46",,,"         0","       206","        96","27",,,"2.20","109","2556","24.46",,"62.5","75.2","49.7"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2018","7.4","1246","        50","        38",,,"         0","       223","        81","25",,,"2.32","104","2546","19.00",,"61.4","75.4","47.5"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2019","7.8","1345","        68","        48",,,"         0","       212","        76","28",,,"2.19","104","2494","25.41",,"61.8","74.4","49.3"
"USW00093225","SACRAMENTO METROPOLITAN AIRPORT, CA US","2020","7.2","1763","        35","        16",,,"         0","       227","       115","29",,,"0.81","108","2321","6.01",,"63.3","77.4","49.2"
"US1CASA0005","CARMICHAEL 0.9 NE, CA US","2009",,,"        60","        42",,,,,,,,,"2.08",,,"19.90",,,,
"US1CASA0005","CARMICHAEL 0.9 NE, CA US","2010",,,"        91","        54",,,,,,,,,"1.32",,,"25.37",,,,
"US1CASA0005","CARMICHAEL 0.9 NE, CA US","2011",,,"        66","        41",,,,,,,,,"1.14",,,"20.78",,,,
"US1CASA0005","CARMICHAEL 0.9 NE, CA US","2012",,,"        67","        43",,,,,,,,,"1.52",,,"25.97",,,,
"US1CASA0005","CARMICHAEL 0.9 NE, CA US","2014",,,"        64","        36",,,,,,,,,"2.95",,,"21.76",,,,
"US1CASA0005","CARMICHAEL 0.9 NE, CA US","2015",,,"        43","        20",,,,,,,,,"1.30",,,"8.85",,,,
"US1CASA0005","CARMICHAEL 0.9 NE, CA US","2016",,,"        70","        44",,,,,,,,,"1.97",,,"25.07",,,,
"US1CASA0005","CARMICHAEL 0.9 NE, CA US","2017",,,"        68","        47",,,,,,,,,"1.79",,,"27.96",,,,
"US1CASA0005","CARMICHAEL 0.9 NE, CA US","2019",,,"        77","        56",,,,,,,,,"1.89",,,"27.66",,,,
"US1CASA0005","CARMICHAEL 0.9 NE, CA US","2020",,,"        40","        20",,,,,,,,,"1.24",,,"10.34",,,,
"US1CAPC0007","ROSEVILLE 4.7 WNW, CA US","2009",,,,,,,,,,,,,,,,"15.15",,,,
"US1CAPC0007","ROSEVILLE 4.7 WNW, CA US","2010",,,"        82","        50",,,,,,,,,"1.45",,,"26.16",,,,
"US1CAPC0007","ROSEVILLE 4.7 WNW, CA US","2011",,,"        59","        41",,,,,,,,,"1.30",,,"17.98",,,,
"US1CAPC0007","ROSEVILLE 4.7 WNW, CA US","2012",,,"        55","        42",,,,,,,,,"1.70",,,"25.32",,,,
"US1CAPC0007","ROSEVILLE 4.7 WNW, CA US","2013",,,"        29","        16",,"         0",,,,,,"0.0","0.85",,,"6.56","0.0",,,
"US1CAPC0007","ROSEVILLE 4.7 WNW, CA US","2014",,,"        59","        36",,,,,,,,,"3.40",,,"19.13",,,,
"US1CAPC0007","ROSEVILLE 4.7 WNW, CA US","2015",,,"        35","        20",,,,,,,,,"1.15",,,"8.54",,,,
"US1CAPC0007","ROSEVILLE 4.7 WNW, CA US","2019",,,"        71","        54",,,,,,,,,"2.97",,,"31.00",,,,
"US1CAPC0007","ROSEVILLE 4.7 WNW, CA US","2020",,,"        36","        23",,,,,,,,,"1.55",,,"9.54",,,,
